t1_idx,t2_idx,label,t1_class,t2_class,t1_cluster,t2_cluster,t1_path,t2_path,cosine_similarity,change_score
757,377,0,AnnualCrop,AnnualCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_522.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2106.jpg,0.77101624,0.22898376
1097,1513,0,Forest,Forest,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1529.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2711.jpg,0.95253116,0.04746884
6017,6420,0,Residential,Residential,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1235.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_237.jpg,0.91321236,0.08678764
1144,1208,0,Forest,Forest,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1661.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1854.jpg,0.93554103,0.064458966
7925,8494,0,SeaLake,SeaLake,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1459.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_415.jpg,0.73238444,0.26761556
135,547,0,AnnualCrop,AnnualCrop,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_141.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2571.jpg,0.8687428,0.13125718
7634,7653,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_671.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_720.jpg,0.8635007,0.13649929
5592,5249,0,PermanentCrop,PermanentCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_2317.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1429.jpg,0.73403853,0.26596147
4637,4904,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1668.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_567.jpg,0.9101912,0.08980882
4882,4915,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_509.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_590.jpg,0.8938011,0.10619891
2510,2488,0,HerbaceousVegetation,HerbaceousVegetation,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_305.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2946.jpg,0.8494469,0.1505531
1292,1778,0,Forest,Forest,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_2079.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_797.jpg,0.86788714,0.13211286
7776,7796,0,SeaLake,SeaLake,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1040.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1093.jpg,0.9520844,0.047915578
3128,3193,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2042.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2209.jpg,0.87321275,0.12678725
7850,8487,0,SeaLake,SeaLake,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1236.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_4.jpg,0.8172448,0.18275517
5438,5227,0,PermanentCrop,PermanentCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1892.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1388.jpg,0.85971475,0.14028525
3709,3842,0,Industrial,Industrial,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1308.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_17.jpg,0.72833437,0.27166563
2474,2007,0,HerbaceousVegetation,HerbaceousVegetation,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2891.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1434.jpg,0.8319745,0.1680255
8580,8682,0,SeaLake,SeaLake,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_63.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_929.jpg,0.7642646,0.23573542
2177,2048,0,HerbaceousVegetation,HerbaceousVegetation,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1966.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_157.jpg,0.85519123,0.14480877
8490,8369,0,SeaLake,SeaLake,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_406.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2743.jpg,0.9447346,0.055265427
5425,5455,0,PermanentCrop,PermanentCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1862.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1958.jpg,0.7760154,0.2239846
642,589,0,AnnualCrop,AnnualCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2852.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2686.jpg,0.7789717,0.22102833
4925,5041,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_622.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_909.jpg,0.9385828,0.061417222
3672,4188,0,Industrial,Industrial,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_120.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_512.jpg,0.881976,0.11802399
6714,6872,0,Residential,Residential,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_538.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_994.jpg,0.92399925,0.07600075
4371,4457,0,Pasture,Pasture,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1002.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1218.jpg,0.92315197,0.07684803
3920,4170,0,Industrial,Industrial,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1950.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_464.jpg,0.8635573,0.13644272
2724,2720,0,HerbaceousVegetation,HerbaceousVegetation,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_982.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_97.jpg,0.5672371,0.43276292
7505,7687,0,River,River,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_325.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_794.jpg,0.77856445,0.22143555
5610,5404,0,PermanentCrop,PermanentCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_2389.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1813.jpg,0.7913075,0.20869249
3254,3229,0,Highway,Highway,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2382.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2304.jpg,0.8081773,0.19182271
3929,3604,0,Industrial,Industrial,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1990.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1013.jpg,0.90781945,0.09218055
5511,5871,0,PermanentCrop,PermanentCrop,0,0,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_2105.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_835.jpg,0.81089044,0.18910956
277,175,0,AnnualCrop,AnnualCrop,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1788.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1534.jpg,0.80277723,0.19722277
3414,3090,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_561.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1932.jpg,0.8663257,0.13367432
2868,3030,0,Highway,Highway,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1352.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_178.jpg,0.59225667,0.40774333
314,15,0,AnnualCrop,AnnualCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_192.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1032.jpg,0.7856471,0.2143529
6171,6233,0,Residential,Residential,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1617.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_179.jpg,0.83886176,0.16113824
4214,4069,0,Industrial,Industrial,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_572.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_2411.jpg,0.87801087,0.12198913
3149,2987,0,Highway,Highway,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2101.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1661.jpg,0.9281209,0.07187909
7924,8177,0,SeaLake,SeaLake,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1452.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2217.jpg,0.9926692,0.0073307753
397,413,0,AnnualCrop,AnnualCrop,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2166.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2201.jpg,0.9138943,0.086105704
916,946,0,Forest,Forest,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1015.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1098.jpg,0.92046905,0.079530954
878,218,0,AnnualCrop,AnnualCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_909.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1665.jpg,0.76304793,0.23695207
6773,6429,0,Residential,Residential,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_722.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_2399.jpg,0.896481,0.10351902
1990,2072,0,HerbaceousVegetation,HerbaceousVegetation,1,1,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1390.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_164.jpg,0.72955155,0.27044845
3412,3028,0,Highway,Highway,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_550.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1776.jpg,0.74774325,0.25225675
7672,6977,0,River,River,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_763.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1239.jpg,0.6791839,0.3208161
5887,5387,0,PermanentCrop,PermanentCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_876.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1766.jpg,0.8459239,0.1540761
5435,5141,0,PermanentCrop,PermanentCrop,0,0,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1889.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1161.jpg,0.88193107,0.11806893
8032,7959,0,SeaLake,SeaLake,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1765.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1562.jpg,0.7337772,0.26622277
3678,4233,0,Industrial,Industrial,1,1,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1234.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_631.jpg,0.8539813,0.14601868
6498,6250,0,Residential,Residential,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_26.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1845.jpg,0.88544667,0.11455333
4441,4494,0,Pasture,Pasture,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1187.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1324.jpg,0.851648,0.14835203
3709,3684,0,Industrial,Industrial,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1308.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1245.jpg,0.70387065,0.29612935
3257,3197,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2387.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2215.jpg,0.8162356,0.1837644
6747,6177,0,Residential,Residential,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_657.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_1630.jpg,0.86255807,0.13744193
7221,6954,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1856.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1190.jpg,0.6682877,0.3317123
44,683,0,AnnualCrop,AnnualCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1124.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2976.jpg,0.81373405,0.18626595
5416,5852,0,PermanentCrop,PermanentCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1840.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_785.jpg,0.80355775,0.19644225
2478,2613,0,HerbaceousVegetation,HerbaceousVegetation,1,1,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2911.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_652.jpg,0.7649449,0.23505509
3782,3724,0,Industrial,Industrial,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1542.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_1383.jpg,0.78311074,0.21688926
5606,5241,0,PermanentCrop,PermanentCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_237.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1414.jpg,0.8107362,0.18926382
157,394,0,AnnualCrop,AnnualCrop,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1476.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2151.jpg,0.81234384,0.18765616
8465,7878,0,SeaLake,SeaLake,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_334.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_13.jpg,0.9056085,0.094391525
5716,5805,0,PermanentCrop,PermanentCrop,0,0,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_411.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_66.jpg,0.7958064,0.20419359
4882,4713,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_509.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1882.jpg,0.8560302,0.14396977
3027,2945,0,Highway,Highway,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1775.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1546.jpg,0.6557562,0.34424382
840,67,0,AnnualCrop,AnnualCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_773.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1213.jpg,0.7384955,0.26150447
730,302,0,AnnualCrop,AnnualCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_438.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1874.jpg,0.84946024,0.15053976
2286,2237,0,HerbaceousVegetation,HerbaceousVegetation,3,3,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_230.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2192.jpg,0.9117137,0.08828628
4236,4032,0,Industrial,Industrial,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_645.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Industrial/Industrial_2292.jpg,0.87333983,0.12666017
3042,2880,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1803.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1392.jpg,0.71105015,0.28894985
1021,1798,0,Forest,Forest,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1322.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_836.jpg,0.69305944,0.30694056
6984,7722,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1252.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_898.jpg,0.7021939,0.29780608
3564,3224,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_918.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2291.jpg,0.91698605,0.08301395
1736,1162,0,Forest,Forest,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_666.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Forest/Forest_1723.jpg,0.9280096,0.07199037
2857,2899,0,Highway,Highway,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1326.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_1423.jpg,0.8877818,0.1122182
299,832,0,AnnualCrop,AnnualCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_1868.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_751.jpg,0.8046187,0.19538128
885,402,0,AnnualCrop,AnnualCrop,5,5,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_944.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/AnnualCrop/AnnualCrop_2179.jpg,0.7895429,0.21045709
4842,4713,0,Pasture,Pasture,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_40.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1882.jpg,0.89128125,0.10871875
7750,6983,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_977.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1251.jpg,0.76430035,0.23569965
7216,7521,0,River,River,9,9,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1838.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_373.jpg,0.68419474,0.31580526
6992,7624,0,River,River,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1269.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_652.jpg,0.71304095,0.28695905
6477,6301,0,Residential,Residential,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_2542.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Residential/Residential_2010.jpg,0.8598122,0.1401878
8060,7812,0,SeaLake,SeaLake,7,7,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1853.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1136.jpg,0.85446024,0.14553976
5619,5127,0,PermanentCrop,PermanentCrop,6,6,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_2400.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_1136.jpg,0.8333051,0.16669488
5826,5768,0,PermanentCrop,PermanentCrop,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_713.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/PermanentCrop/PermanentCrop_552.jpg,0.5318138,0.4681862
2310,2695,0,HerbaceousVegetation,HerbaceousVegetation,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2393.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_896.jpg,0.87606514,0.123934865
3345,3238,0,Highway,Highway,0,0,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_388.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Highway/Highway_2333.jpg,0.88267386,0.11732614
4578,5068,0,Pasture,Pasture,8,8,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_1535.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/Pasture/Pasture_974.jpg,0.85875547,0.14124453
8156,7836,0,SeaLake,SeaLake,4,4,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_2146.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/SeaLake/SeaLake_1203.jpg,0.72042966,0.27957034
7244,6967,0,River,River,2,2,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1914.jpg,/kaggle/input/datasets/shifasoni/eurosat-rgb/EuroSAT_RGB/River/River_1218.jpg,0.73172426,0.26827574
